region,district_ms,Class,Latitude,Longitude,Employed Population,Unemployed Population,Incidence of Poverty,Intensity of Poverty,Illiterate Population,Uninsured Population,Male Population 0-14,Female Population 0-14,Male Population 15-64,Female Population 15-64,Male Population 65+,Female Population 65+,Total Population,latitude,longitude,total_population,poverty_rate,intensity_poverty,uninsured_rate,illiteracy_rate,female_pop_prop,working_age_prop,abr,anc_skilled,decision_autonomy,demand_fp_satisfied,facility_delivery,ipv_12months,modern_cpr,no_insurance_women,no_postnatal_checkup,sba,tfr,unmet_need_fp,wife_beating_justified,women_anemia,women_edu_secondary,women_literacy,pnc_coverage,district,composite_maternal_index,composite_pca,risk_label,data_source_dhs,data_source_census,data_source_geojson
Savannah,Sawla Tuna Kalba,District,9.4809443,-2.41330933679435,22712,43064,54.2,46.9,66172,48272,23714,23174,26941,33062,2349,3424,112664,9.4809443,-2.41330933679435,112664,54.2,46.9,42.84598452034368,58.733934530994816,52.95391606901938,53.25836114464247,116.0,95.1,38.1,43.7,70.6,46.9,16.6,14.2,18.5,72.0,5.8,17.5,57.8,43.2,31.8,30.9,81.5,Sawla Tuna Kalba,22.412848386379842,11.114579943518137,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Savannah,West Gonja,Municipal,9.5267018,-1.5071681,10305,28704,39.7,44.9,25501,5633,12525,11915,18794,18196,951,1068,63449,9.5267018,-1.5071681,63449,39.7,44.9,8.877996501126889,40.191334772809654,49.14025437753156,58.29879115510095,116.0,95.1,38.1,43.7,70.6,46.9,16.6,14.2,18.5,72.0,5.8,17.5,57.8,43.2,31.8,30.9,81.5,West Gonja,37.65937348984939,29.03001171113709,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Bawku Municipal,Municipal,11.0607602,-0.2422876,31016,42804,23.6,44.8,49713,8649,23314,22324,32217,34839,2498,4266,119458,11.0607602,-0.2422876,119458,23.6,44.8,7.240201577123341,41.61546317534196,51.42309430929699,56.13353647307003,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Bawku Municipal,84.26774385979908,95.32095632520746,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Bawku West,District,10.84277,-0.492947618512454,30266,55329,47.6,47.2,74798,18214,30246,28348,37320,39958,3215,5102,144189,10.84277,-0.492947618512454,144189,47.6,47.2,12.632031569675911,51.87496965787959,50.91095714652296,53.5949344263432,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Bawku West,74.98642403770455,83.414914796961,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Binduri,District,10.9694889,-0.3062234,13742,32587,53.8,47.8,40396,10934,15617,14733,19298,21406,2076,3549,76679,10.9694889,-0.3062234,76679,53.8,47.8,14.259445219682052,52.68195985863143,51.75863013341332,53.08363437186192,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Binduri,73.01454244223599,80.83289210277157,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Bolgatanga East,District,10.7853963,-0.8487322,9790,15601,24.9,44,12504,2878,6860,6573,11258,11835,718,1580,38824,10.7853963,-0.8487322,38824,24.9,44.0,7.412940449206676,32.20688234082011,51.48361838038327,59.481248712136825,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Bolgatanga East,86.35825742036705,97.66339146665878,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Bolgatanga Municipal,Municipal,10.7853963,-0.8487322,41187,52286,20.2,44.8,40341,12511,24732,24304,40979,46310,2139,4045,142509,10.7853963,-0.8487322,142509,20.2,44.8,8.779094653670997,28.307685830368605,52.3889719245802,61.25157007627588,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Bolgatanga Municipal,88.15369291174271,100.0,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Bongo,District,10.9166838999999,-0.805767855895511,16592,56294,54,48.5,51970,19822,22357,21188,30052,35165,2685,4984,116431,10.9166838999999,-0.805767855895511,116431,54.0,48.5,17.024675558914723,44.635878760811124,52.68098702235658,56.013432848639965,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Bongo,74.4609991087987,82.52423705896926,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Builsa North Municipal,Municipal,10.73472,-1.29056,12841,24155,39.7,46.8,22586,6489,10206,9369,16697,16143,1429,2727,56571,10.73472,-1.29056,56571,39.7,46.8,11.470541443495783,39.925049937246996,49.917802407593996,58.05094483039013,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Builsa North Municipal,80.12209097087647,89.73967620048386,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Builsa South,District,10.53032385,-1.26246582508358,6949,15982,55.1,47.7,18682,8007,7090,6554,10496,10263,742,1430,36575,10.53032385,-1.26246582508358,36575,55.1,47.7,21.892002734107997,51.07860560492139,49.889268626110734,56.75734791524265,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Builsa South,71.52477896407186,79.14295856216297,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Garu,District,10.76975475,-0.21182067584702,15489,27113,44.7,47.7,36894,14309,14969,14203,17246,19558,2219,3579,71774,10.76975475,-0.21182067584702,71774,44.7,47.7,19.936188591969238,51.40301501936635,52.024409953465046,51.27762142279935,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Garu,74.23719298240759,82.79779039472368,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Kasena Nankana Municipal,Municipal,10.895598,-1.30768,23082,44019,33.8,47.1,32647,12449,16622,16172,29966,31126,2070,3939,99895,10.895598,-1.30768,99895,33.8,47.1,12.46208518944892,32.681315381150206,51.29085539816808,61.15621402472596,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Kasena Nankana Municipal,83.13347131723653,93.53683986120635,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Kasena Nankana West,District,10.895598,-1.30768,15015,42880,53.6,47.4,37336,12340,16879,15961,24454,26493,2576,4372,90735,10.895598,-1.30768,90735,53.6,47.4,13.600044084421667,41.1483991844382,51.60742822505098,56.14922576734447,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Kasena Nankana West,76.1716734742495,84.47396596176817,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Nabdam,District,10.8469045,-0.661562047243897,5352,29181,68.6,51.2,24677,10522,9547,8959,15580,16128,1008,1817,53039,10.8469045,-0.661562047243897,53039,68.6,51.2,19.838232244197666,46.52614114142424,50.724938252983655,59.78242425385094,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Nabdam,70.03434321291584,76.68102355950232,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Pusiga,District,11.0854045,-0.1276855,15814,30610,40.8,45.4,44153,6809,17464,16645,19362,22108,1943,3011,80533,11.0854045,-0.1276855,80533,40.8,45.4,8.454919101486347,54.82597196180448,51.859486173369916,51.4944184371624,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Pusiga,76.6634468090901,85.65686494149799,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Talensi,District,10.6451057499999,-0.62587443176215,15187,39504,56.2,48.9,35409,16401,16765,15565,25355,24262,1729,3345,87021,10.6451057499999,-0.62587443176215,87021,56.2,48.9,18.847174819871064,40.69017823284035,49.61101343353903,57.0172716930396,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Talensi,74.59025810097846,82.5791527801244,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper East,Tempane,District,10.9030714,-0.0914351270233069,16027,35236,50.7,48.1,47667,15911,18264,17466,20421,24065,2583,4194,86993,10.9030714,-0.0914351270233069,86993,50.7,48.1,18.289977354499786,54.79406389019806,52.56170036669617,51.137447840630855,70.0,99.0,63.3,55.8,97.4,29.5,24.7,3.2,3.3,98.0,4.6,14.8,21.2,47.0,56.8,55.2,96.7,Tempane,72.33351680302638,80.26373402274695,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Daffiama Bussie Issa,District,10.36748405,-2.26222672458466,10070,13695,38.7,44.4,21566,10188,7768,7221,10310,10968,845,1642,38754,10.36748405,-2.26222672458466,38754,38.7,44.4,26.288899210404086,55.64844919234143,51.17149197502193,54.9053000980544,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Daffiama Bussie Issa,63.328397982433756,67.93938817458705,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Jirapa Municipal,Municipal,10.5366328,-2.7008646,15207,42406,50.1,47.4,44829,11356,17123,16543,23894,27936,2004,3779,91279,10.5366328,-2.7008646,91279,50.1,47.4,12.440977661893754,49.11206301558957,52.8686773518553,56.78195422824527,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Jirapa Municipal,65.31080541650869,69.44306324189007,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Lambussie Karni,District,10.846747,-2.708741,10758,19875,44.2,46,25646,5836,10644,9841,13368,14326,1048,1891,51118,10.846747,-2.708741,51118,44.2,46.0,11.416722093978638,50.17019445205212,50.9761727767127,54.17661097852029,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Lambussie Karni,66.60635903701143,71.23723038190725,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Lawra Municipal,Municipal,10.61348995,-2.86412434170417,12718,24866,39.5,45.8,26943,3535,10757,10092,16108,17366,1460,2650,58433,10.61348995,-2.86412434170417,58433,39.5,45.8,6.049663717419951,46.10921910564236,51.525678982766586,57.28612256772714,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Lawra Municipal,69.85929343340923,75.16876449044344,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Nadowli Kaleo,District,10.2868347,-2.6394776056347,16572,32214,40.6,47.2,34105,9882,14459,13812,20639,22624,1895,3628,77057,10.2868347,-2.6394776056347,77057,40.6,47.2,12.824272940810049,44.25944430746071,51.992680742826735,56.144153029575506,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Nadowli Kaleo,68.65930456898515,73.81263123830138,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Nandom,Municipal,10.8520701,-2.760077,11997,21466,31.8,44.8,22506,2685,9167,8698,15098,14682,1312,2371,51328,10.8520701,-2.760077,51328,31.8,44.8,5.231062967581048,43.84741271820449,50.169498129675816,58.019014962593516,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Nandom,72.38002141941375,78.47336355934098,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Sissala East Municipal,Municipal,10.59705475,-1.85050542952138,23696,25675,28.8,44.3,36973,13326,15883,15365,22675,23421,1310,1965,80619,10.59705475,-1.85050542952138,80619,28.8,44.3,16.52960220295464,45.86139743732867,50.547637653654846,57.177588409680105,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Sissala East Municipal,70.1730994902367,76.23187268663158,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Sissala West,District,10.7467085,-2.29346951572635,15085,22345,32.3,46.1,31815,7964,13593,12805,16844,17554,1119,1913,63828,10.7467085,-2.29346951572635,63828,32.3,46.1,12.477282697248857,49.844895657078396,50.56088237137306,53.8917089678511,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Sissala West,69.19592661533083,74.8683194495686,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Wa East,District,10.06069,-2.50192,24065,29821,48.7,45.3,53226,28685,19492,18079,25357,24624,1772,2133,91457,10.06069,-2.50192,91457,48.7,45.3,31.3644663612408,58.19784160862482,49.02413155909334,54.64972610079053,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Wa East,59.31102801554168,62.84115504650786,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Wa Municipal,Municipal,10.0623261,-2.5054273,55802,74417,16.5,43.4,54484,21847,35425,35028,60148,62830,2920,4321,200672,10.0623261,-2.5054273,200672,16.5,43.4,10.886919948971457,27.150773401371392,50.91841412852814,61.28308882155956,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Wa Municipal,79.00245487663847,86.991370051906,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Upper West,Wa West,District,9.8985772,-2.6832633,18605,38398,61.9,48.7,54974,29934,20291,19663,23133,27784,2456,3630,96957,9.8985772,-2.6832633,96957,61.9,48.7,30.873479996287013,56.69936157265592,52.680054044576465,52.51503243705973,57.0,98.2,39.3,61.7,94.0,22.2,26.8,6.7,9.0,91.7,4.5,13.7,48.4,46.3,47.2,51.0,91.0,Wa West,56.77365237281015,59.20823950538809,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Adaklu,District,6.4470511,0.6286474,12326,12465,33.2,43.6,11060,10446,7153,6705,10721,11393,1089,1588,38649,6.4470511,0.6286474,38649,33.2,43.6,27.02786618023752,28.616523066573517,50.935341147248316,57.21752179875288,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Adaklu,71.9872544522063,76.7289427573168,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Afadzato South,District,7.0222497,0.561946,21981,25555,32.5,43.7,14099,21171,13038,12572,20683,21229,2360,3264,73146,7.0222497,0.561946,73146,32.5,43.7,28.94348289721926,19.275148333470046,50.67262734804364,57.299100429278425,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Afadzato South,74.15257945512957,79.28598653940278,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Agortime-Ziope,District,6.42618935,0.732357165932429,15226,10905,25.7,43.4,11971,10152,6706,6716,11021,12218,1064,1828,39553,6.42618935,0.732357165932429,39553,25.7,43.4,25.66682678937122,30.265719414456555,52.49159355801078,58.754076808333124,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Agortime-Ziope,73.56817358031907,78.9328844828637,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Akatsi North,District,6.3108306,0.876439062223793,10667,10630,39.3,44.4,11624,16744,5827,5631,8505,10014,913,1865,32755,6.3108306,0.876439062223793,32755,39.3,44.4,51.1189131430316,35.48771179972523,53.45748740650282,56.53793313997863,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Akatsi North,63.75187793895415,67.21654658156557,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Akatsi South Municipal,District,8.25846,0.508747,28601,32012,30.1,44.5,26836,28973,15952,15568,24603,29179,2342,4489,92133,8.25846,0.508747,92133,30.1,44.5,31.44692998165695,29.127457045792493,53.44013545635114,58.3743067087797,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Akatsi South Municipal,71.6372112535914,76.54615810432682,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Anloga,District,5.7936484,0.8984702,27359,36184,31.6,45.9,29252,41680,15986,15366,26025,29534,2698,5286,94895,5.7936484,0.8984702,94895,31.6,45.9,43.92222983297329,30.8256494019706,52.88582117076769,58.54786869698088,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Anloga,68.23236783514291,72.69943271458948,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Central Tongu,District,6.16884364999999,0.611561745917151,24532,28243,36,44.4,29161,26329,15476,15033,21648,25244,2067,3816,83284,6.16884364999999,0.611561745917151,83284,36.0,44.4,31.613515200998993,35.01392824552135,52.942942221795306,56.30373180923106,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Central Tongu,68.73212537972277,72.8861094412121,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Ho Municipal,Municipal,6.6126598,0.4688932,61676,68181,12.5,42.1,19028,24246,25031,25254,55464,63965,4215,6213,180142,6.6126598,0.4688932,180142,12.5,42.1,13.459382043054923,10.56277825271175,52.97598561135105,66.29714336467897,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Ho Municipal,84.24004213379249,91.7810619551338,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Ho West,District,6.590707,0.46714,28395,28088,27.9,42.7,15702,25710,13846,12843,23357,25820,2929,4377,83172,6.590707,0.46714,83172,27.9,42.7,30.911845332563843,18.878949646515654,51.74818448516327,59.12686961958351,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Ho West,74.89560766515265,80.41191809668345,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Hohoe Municipal,Municipal,7.153187,0.477735,37248,39037,18.8,42.8,18377,22140,19113,19074,33152,36705,2628,3800,114472,7.153187,0.477735,114472,18.8,42.8,19.340974212034386,16.05370745684534,52.04678873436299,61.0254035921448,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Hohoe Municipal,80.14347667065476,86.7985663146444,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Keta Municipal,Municipal,5.9215688,0.9910728,23209,31662,25.2,45,19817,21523,12367,11624,22241,25780,2378,4472,78862,5.9215688,0.9910728,78862,25.2,45.0,27.291978392635237,25.12870584058228,53.10035251451903,60.89244503055971,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Keta Municipal,74.6650977751391,80.24424004274438,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Ketu North Municipal,Municipal,6.192057,0.981151401381816,38123,37133,27.2,44.3,36305,43719,20368,19369,30658,35821,2972,5805,114993,6.192057,0.981151401381816,114993,27.2,44.3,38.01883592914351,31.571486960075827,53.04235910011914,57.81134503839365,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Ketu North Municipal,70.29039678430038,75.231054799103,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Ketu South Municipal,Municipal,6.07748514999999,1.0706219725046,74834,84471,25.6,45.4,76082,121139,47547,46270,68949,77440,4781,8135,253122,6.07748514999999,1.0706219725046,253122,25.6,45.4,47.85794992138178,30.057442656110496,52.08753091394664,57.8333767906385,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Ketu South Municipal,68.97862407365078,73.92837895076465,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,Kpando Municipal,Municipal,7.0000115,0.318327973849328,18561,21639,23.4,43.4,10992,11556,9306,9046,18573,18164,1415,2048,58552,7.0000115,0.318327973849328,58552,23.4,43.4,19.73630277360295,18.773056428473836,49.96925809536822,62.74251946987294,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,Kpando Municipal,78.30467158199195,84.43950681494228,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,North Dayi,District,6.91384645,0.22267318926127,12527,14591,30.1,43.6,7589,8976,6244,5906,11277,11896,1554,2391,39268,6.91384645,0.22267318926127,39268,30.1,43.6,22.858307018437404,19.326168890699808,51.4235509829887,59.01242742181929,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,North Dayi,75.96930109190811,81.43079254994531,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,North Tongu,District,6.14399495,0.297188924896433,33245,36059,38.4,45.4,34242,45575,21452,20654,29254,33512,2535,4003,111410,6.14399495,0.297188924896433,111410,38.4,45.4,40.9074589354636,30.73512252042007,52.211650659725336,56.337851180324925,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,North Tongu,67.33034486397422,71.26000989280841,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,South Dayi,District,6.5449087,0.240546020283373,16500,21760,29,44.3,12238,12038,9829,9429,17376,17233,1509,2142,57518,6.5449087,0.240546020283373,57518,29.0,44.3,20.92910045550958,21.276817691852983,50.078236378177266,60.17072916304461,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,South Dayi,76.12444103740773,81.64379216555196,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Volta,South Tongu,District,5.96577275,0.641061228110148,33924,38903,32.4,45.2,32459,38843,20408,19879,29659,35644,2421,5103,113114,5.96577275,0.641061228110148,113114,32.4,45.2,34.3396926994006,28.695828986686,53.597255865763735,57.732022561309826,44.0,99.2,56.8,49.9,90.9,36.3,23.7,6.8,10.5,93.5,3.2,18.3,12.7,43.0,76.4,72.0,89.5,South Tongu,70.61278995761207,75.27957744583524,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Ahanta West Municipal,Municipal,4.8514282,-1.98665461803006,49812,47885,27.2,44.7,38266,70901,27867,27576,45127,47048,2225,3297,153140,4.8514282,-1.98665461803006,153140,27.2,44.7,46.2981585477341,24.98759305210918,50.88219929476296,60.19002220190676,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Ahanta West Municipal,50.02372318327837,54.11874172539641,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Effia Kwesimintsim Municipal,Municipal,4.96766095,-1.80360599719917,63585,57847,9.3,42.5,15630,40568,26270,26273,56495,57599,3099,4239,173975,4.96766095,-1.80360599719917,173975,9.3,42.5,23.318292858169276,8.98404943238971,50.645782440005746,65.58068688029888,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Effia Kwesimintsim Municipal,63.08499032345537,69.83501768708295,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Ellembelle,District,5.14952214999999,-2.42142536190491,35570,42516,33.3,42.8,31771,36622,21811,20996,37019,36768,1756,2543,120893,5.14952214999999,-2.42142536190491,120893,33.3,42.8,30.292903642063646,26.28026436600961,49.88460870356431,61.03496480358665,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Ellembelle,51.657241945716315,55.475072151153235,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Jomoro Municipal,Municipal,5.199616,-2.61473434715296,39912,40959,31.2,43.7,36331,40184,23402,22303,37306,38855,1941,2769,126576,5.199616,-2.61473434715296,126576,31.2,43.7,31.74693464795854,28.70291366451776,50.504835039817976,60.17017444065226,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Jomoro Municipal,51.20863705547727,55.08809520993921,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Mpohor,District,4.9705877,-1.8927971,17795,16391,31.4,44.3,13671,25220,8995,8847,16862,15461,890,973,52028,4.9705877,-1.8927971,52028,31.4,44.3,48.473898669946955,26.276235872991467,48.59114323056816,62.12616283539633,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Mpohor,48.27101523219158,51.90264752135395,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
